ID (empty = will be removed in conversion),Name,Beschreibung,Name,Beschreibung,Thema,Zielgruppe (löschen?),Veröffentlichungsdatum (Date Published),Aktualisierungsdatum (Date Modified),Sprache (ISO 639-1),Website of service,Beschrieben bei (described at URL),Betreut durch (maintained by),Urheber,Verwendet von (used by),Quellcode Repositorium,educationalLevel,Schnittstelle / API Dokumentation,Lizenz,Datenmodell (complies with),Dateiformate,Downloadlink ttl,Downloadlink json,Downloadlink XML,Downloadlink,"DUPLIKATSPALTE (ZUM GENERIEREN, SPÄTER LÖSCHEN)",rawVocab,Type,Schlagworte,Notizen
113,Portfolio Taxonomie,Keine Beschreibung verfügbar.,Portfolio taxonomy,No description available.,"""Ressourcentyp, Medientyp""",,,,de,,https://voc.uni-ak.ac.at/skosmos/potax/en/page/portfolio_taxonomy,Universität für angewandte Kunst Wien,,,,,,,SKOS,"application/ld+json, application/rdf+xml, text/turtle",https://voc.uni-ak.ac.at/skosmos/rest/v1/potax/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fportfolio%2Ftaxonomy%2Fportfolio_taxonomy&format=text/turtle,https://voc.uni-ak.ac.at/skosmos/rest/v1/potax/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fportfolio%2Ftaxonomy%2Fportfolio_taxonomy&format=application/ld%2Bjson,https://voc.uni-ak.ac.at/skosmos/rest/v1/potax/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fportfolio%2Ftaxonomy%2Fportfolio_taxonomy&format=application/rdf%2Bxml,,https://voc.uni-ak.ac.at/skosmos/potax/en/page/portfolio_taxonomy,,http://www.wikidata.org/entity/Q1469937,,
114,Portfolio Vokabular,Keine Beschreibung verfügbar.,Portfolio vocabulary,No description available.,"""Ressourcentyp, Medientyp""",,,,de,,https://voc.uni-ak.ac.at/skosmos/povoc/de/,Universität für angewandte Kunst Wien,,,,,,,SKOS,"application/ld+json, application/rdf+xml, text/turtle",https://voc.uni-ak.ac.at/skosmos/rest/v1/povoc/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fportfolio%2Fvocabulary%2Fportfolio_thesaurus&format=text/turtle,https://voc.uni-ak.ac.at/skosmos/rest/v1/povoc/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fportfolio%2Fvocabulary%2Fportfolio_thesaurus&format=application/ld%2Bjson,https://voc.uni-ak.ac.at/skosmos/rest/v1/povoc/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fportfolio%2Fvocabulary%2Fportfolio_thesaurus&format=application/rdf%2Bxml,,https://voc.uni-ak.ac.at/skosmos/povoc/de/,,http://www.wikidata.org/entity/Q1469938,,
115,Publikationstypen,Liste von Publikationstypen.,Publication types,List of publication types.,"""Ressourcentyp, Medientyp""",,,,de,,https://voc.uni-ak.ac.at/skosmos/publikationstypen/de/,Universität für angewandte Kunst Wien,,,,,,,SKOS,"application/ld+json, application/rdf+xml, text/turtle",https://voc.uni-ak.ac.at/skosmos/rest/v1/publikationstypen/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fwissensbilanz%2Fpublikationstypen%2F3B1&format=text/turtle,https://voc.uni-ak.ac.at/skosmos/rest/v1/publikationstypen/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fwissensbilanz%2Fpublikationstypen%2F3B1&format=application/ld%2Bjson,https://voc.uni-ak.ac.at/skosmos/rest/v1/publikationstypen/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fwissensbilanz%2Fpublikationstypen%2F3B1&format=application/rdf%2Bxml,,https://voc.uni-ak.ac.at/skosmos/publikationstypen/de/,,http://www.wikidata.org/entity/Q1469939,,
116,Angewandte Schlagwörter,Liste angewandter Schlagworte.,Applied keywords,List of applied keywords.,Schlagworte,,,,de,,https://voc.uni-ak.ac.at/skosmos/basekw/de/,Universität für angewandte Kunst Wien,,,,,,,SKOS,"application/ld+json, application/rdf+xml, text/turtle",https://voc.uni-ak.ac.at/skosmos/rest/v1/basekw/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Frecherche%2Fkeywords%2FconceptScheme_cd3d9f29&format=text/turtle,https://voc.uni-ak.ac.at/skosmos/rest/v1/basekw/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Frecherche%2Fkeywords%2FconceptScheme_cd3d9f29&format=application/ld%2Bjson,https://voc.uni-ak.ac.at/skosmos/rest/v1/basekw/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Frecherche%2Fkeywords%2FconceptScheme_cd3d9f29&format=application/rdf%2Bxml,,https://voc.uni-ak.ac.at/skosmos/basekw/de/,,http://www.wikidata.org/entity/Q1469940,,
117,encoding Format,"Ein Schema oder ein Standard, der zur Kodierung des digitalen Inhalts einer Ressource verwendet wird.",encoding format,A scheme or standard used to encode the digital content of a resource.,"""Ressourcentyp, Medientyp""",,,,de,,http://id.loc.gov/vocabulary/mencformat,Library Of Congress,LC/MARC,,,,,,,,,,,,http://id.loc.gov/vocabulary/mencformat,,http://www.wikidata.org/entity/Q1469941,,
118,File Type,Allgemeine Art des in einer Computerdatei kodierten Dateninhalts,File Type,General type of data content encoded in a computer file,"""Ressourcentyp, Medientyp""",,,,de,,http://id.loc.gov/vocabulary/mfiletype,Library Of Congress,LC/MARC,,,,,,,,,,,,http://id.loc.gov/vocabulary/mfiletype,,http://www.wikidata.org/entity/Q1469942,,
119,Media Types,"Das Schema der Medientypen ist von einer kontrollierten Liste von Werten abgeleitet, die den allgemeinen Typ des Vermittlungsgeräts widerspiegeln, das erforderlich ist, um den Inhalt einer Ressource anzuzeigen, abzuspielen, auszuführen usw., und das hauptsächlich in der RDA-Katalogisierung verwendet wird.",Media Types,"The media types schema is derived from a controlled list of values ​​that reflect the general type of mediating device required to display, play, execute, etc., the content of a resource, and is used primarily in RDA cataloging.","""Ressourcentyp, Medientyp""",,,,de,,http://id.loc.gov/vocabulary/mediaTypes,Library Of Congress,LC/MARC,,,,,,,,,,,,http://id.loc.gov/vocabulary/mediaTypes,,http://www.wikidata.org/entity/Q1469943,,
120,Content Types,"Das Schema der Inhaltstypen ist von einer kontrollierten Liste von Werten abgeleitet, die die Form der Kommunikation darstellen, durch die ein Werk ausgedrückt wird und die hauptsächlich in der RDA-Katalogisierung verwendet wird.",Content Types,"The Content Types schema is derived from a controlled list of values ​​that represent the form of communication through which a work is expressed, used primarily in RDA cataloging.","""Ressourcentyp, Medientyp""",,,,de,,http://id.loc.gov/vocabulary/contentTypes,Library Of Congress,LC/MARC,,,,,,,,,,,,http://id.loc.gov/vocabulary/contentTypes,,http://www.wikidata.org/entity/Q1469944,,
121,Work Type,"Liste von Werktypen, die ORCID unterstützt.",Work type,List of work types that ORCID supports.,"""Ressourcentyp, Medientyp""",,,,de,,https://web.archive.org/web/20231219115237/https://info.orcid.org/ufaqs/what-work-types-does-orcid-support/,ORCID,ORCID,,,Hochschule,,,,,,,,,https://web.archive.org/web/20231219115237/https://info.orcid.org/ufaqs/what-work-types-does-orcid-support/,,http://www.wikidata.org/entity/Q1469945,,
,Content Types,Keine Beschreibung verfügbar.,Content Types,No description available.,"""Ressourcentyp, Medientyp""",,,,de,,https://www.re3data.org/browse/,Registry Of Research Data repositories,Re3data,,,,,,,,,,,,https://www.re3data.org/browse/,,http://www.wikidata.org/entity/Q1469946,,funzt nicht mehr
123,Media Types,Verzeichnis der IANA Medientypen.,Media Types,Directory of IANA media types.,"""Ressourcentyp, Medientyp""",,,,de,,https://www.iana.org/assignments/media-types/media-types.xhtml,IANA,IANA,,,,,,,application/xml,,,https://www.iana.org/assignments/media-types/media-types.xml,,https://www.iana.org/assignments/media-types/media-types.xhtml,,http://www.wikidata.org/entity/Q1469947,,
124,Item Types,Artikeltypen bei Zotero.,Item Types,Item types at Zotero.,"""Ressourcentyp, Medientyp""",,,,de,,https://www.zotero.org/support/kb/item_types_and_fields,Zotero,Zotero,,,,,,,,,,,,https://www.zotero.org/support/kb/item_types_and_fields,,http://www.wikidata.org/entity/Q1469948,,
125,ICOPER Learning Resource Types (European Schoolnet Vocabulary),Werte für Lernressourcentypen zur Verwendung in ICOPER-Metadaten für die Eigenschaft LOM-Lernressourcentyp.,ICOPER Learning Resource Types (European Schoolnet Vocabulary),Learning resource type values ​​for use in ICOPER metadata for the LOM Learning Resource Type property.,"""Ressourcentyp, Medientyp""",,,,de,,http://europeanschoolnet-vbe.lexaurus.net/vbe/browse,European Schoolnet Vocabulary Bank for Education,,,,,,,SKOS,application/rdf+xml,,,http://europeanschoolnet-vbe.lexaurus.net/vbe/linkeddata/vocab/ICOPER/ICOPER.learningResourceTypeValues/topterms.skos,,http://europeanschoolnet-vbe.lexaurus.net/vbe/browse,,http://www.wikidata.org/entity/Q1469949,,
126,LRE Learning Resource Types (European Schoolnet Vocabulary),"Dieses Vokabular liefert Werte, die die Art(en) des Lernobjekts oder die potenzielle(n) pädagogische(n) Verwendung(en) des Lernobjekts angeben. Es gibt zwei Kategorien von Lernobjekten: Lernressourcen und Lernobjekte. Ein „Lernobjekt“ ist ein einfaches atomares Objekt (z. B. ein Bild, eine Audio- oder eine Videodatei), während eine „Lernressource“ ein ausführlicheres Lernmaterial wie ein Kurs oder ein Unterrichtsplan ist. Lernmittel und Lernressourcen unterstützen unterschiedliche Phasen der Entwicklung und Bereitstellung von Lerninhalten. Es ist wichtig, keine Vermischung von „Assets“ und „Lernressourcen“ zuzulassen. Für dieses Element sollten ein oder mehrere Werte ausgewählt werden. Die Elemente sind so geordnet, dass der erste Wert den wichtigsten angibt.",LRE Learning Resource Types (European Schoolnet Vocabulary),"This vocabulary provides values ​​that indicate the type(s) of the learning object or the potential educational use(s) of the learning object. There are two categories of learning objects: learning resources and learning objects. A “learning object” is a simple atomic object (e.g. an image, audio, or video file), while a “learning resource” is a more detailed learning material such as a course or lesson plan. Learning materials and learning resources support different phases of developing and providing learning content. It is important not to allow “assets” and “learning resources” to be mixed. One or more values ​​should be selected for this element. The elements are ordered so that the first value indicates the most important one.","""Ressourcentyp, Medientyp""",,,,de,,http://europeanschoolnet-vbe.lexaurus.net/vbe/browse,European Schoolnet Vocabulary Bank for Education,,,,,,,SKOS,application/rdf+xml,,,http://europeanschoolnet-vbe.lexaurus.net/vbe/linkeddata/vocab/LRE/LRE.learningResourceTypeValues/topterms.skos,,http://europeanschoolnet-vbe.lexaurus.net/vbe/browse,,http://www.wikidata.org/entity/Q1469950,,
127,NSDL Resource Type Values (European Schoolnet Vocabulary),Ausführliche Liste von Ressourcentypen.,NSDL Resource Type Values ​​(European Schoolnet Vocabulary),Detailed list of resource types.,"""Ressourcentyp, Medientyp""",,,,de,,http://europeanschoolnet-vbe.lexaurus.net/vbe/browse,European Schoolnet Vocabulary Bank for Education,,,,,,,SKOS,application/rdf+xml,,,http://europeanschoolnet-vbe.lexaurus.net/vbe/linkeddata/vocab/NSDL/NSDL.resourceTypeValues/topterms.skos,,http://europeanschoolnet-vbe.lexaurus.net/vbe/browse,,http://www.wikidata.org/entity/Q1469951,,
128,Barrierefreie-Informationstechnik-Verordnung 2.0 (BITV) ,"Portal zur Barrierefreie-Informationstechnik-Verordnung (BITV 2.0), das verschiedene relevante Listen und Begriffe enthält.",Barrier-free Information Technology Regulation 2.0 (BITV) ,"Portal for the Accessible Information Technology Regulation (BITV 2.0), which contains various relevant lists and terms.",Barrierearmut,,2011,,de,,https://web.archive.org/web/20240303113437/https://www.barrierefreiheit-dienstekonsolidierung.bund.de/Webs/PB/DE/gesetze-und-richtlinien/bitv2-0/bitv2-0-node.html,Bundesregierung,BRD,,,,,,,,,,,,https://web.archive.org/web/20240303113437/https://www.barrierefreiheit-dienstekonsolidierung.bund.de/Webs/PB/DE/gesetze-und-richtlinien/bitv2-0/bitv2-0-node.html,,http://www.wikidata.org/entity/Q1469952,,
129,Web Content Accessibility Guidelines 2.1,Liste relevanter Begriffe im Kontext von Barrierefreiheit.,Web Content Accessibility Guidelines 2.1,List of relevant terms in the context of accessibility.,Barrierearmut,,,,de,,https://www.w3.org/TR/WCAG21/,W3C,(Kirkpatrick et al. 2023),,,,,,,,,,,,https://www.w3.org/TR/WCAG21/,,http://www.wikidata.org/entity/Q1469953,,
130,Web Content Accessibility Guidelines 3.0,Liste relevanter Begriffe im Kontext von Barrierefreiheit.,Web Content Accessibility Guidelines 3.0,List of relevant terms in the context of accessibility.,Barrierearmut,,,,de,,https://www.w3.org/TR/wcag-3.0/,W3C,,,,,,,,,,,,,https://www.w3.org/TR/wcag-3.0/,,http://www.wikidata.org/entity/Q1469954,,
131,EUN SEN Access Mode Values,"Dieses Vokabular beschreibt das menschliche sensorische Wahrnehmungssystem oder das kognitive Vermögen, durch das eine Person Informationen verarbeiten oder wahrnehmen kann.",EUN SEN Access Mode Values,"This vocabulary describes the human sensory-perceptual system, or the cognitive faculty through which a person can process or perceive information.",Barrierearmut,,,,de,,http://europeanschoolnet-vbe.lexaurus.net/vbe/browse,European Schoolnet Vocabulary Bank for Education,,,,,,,SKOS,application/rdf+xml,,,http://europeanschoolnet-vbe.lexaurus.net/vbe/linkeddata/vocab/EUN/EUN.senAccessModeValues/topterms.skos,,http://europeanschoolnet-vbe.lexaurus.net/vbe/browse,,http://www.wikidata.org/entity/Q1469955,,
132,Barrierefreiheitssiegel,Liste von Barrierefreiheitssiegeln. Entstanden im Kontext des OpenEduHub.,Accessibility seal,List of accessibility seals. Created in the context of the OpenEduHub.,Barrierearmut,,,,de,,http://w3id.org/openeduhub/vocabs/accessibilitySummary/,WirLernenOnline,,,,,,,SKOS,"text/turtle, application/json",https://raw.githubusercontent.com/openeduhub/oeh-metadata-vocabs/refs/heads/master/accessibilitySummary.ttl,http://w3id.org/openeduhub/vocabs/accessibilitySummary/index.json,,,http://w3id.org/openeduhub/vocabs/accessibilitySummary/,,http://www.wikidata.org/entity/Q1469956,,
133,Schema.org Accessibility Properties for Discoverability Vocabulary,Vokabular zur Abbildung von Accesiblity Eigenschaften.,Schema.org Accessibility Properties for Discoverability Vocabulary,Vocabulary for mapping Accesiblity properties.,Barrierearmut,,,,de,,https://www.w3.org/community/reports/a11y-discov-vocab/CG-FINAL-vocabulary-20241209/#accessibilityFeature-vocabulary,W3C,,,,,,,,,,,,,https://www.w3.org/community/reports/a11y-discov-vocab/CG-FINAL-vocabulary-20241209/#accessibilityFeature-vocabulary,,http://www.wikidata.org/entity/Q1469957,,
,Zugänglichkeitsformat,Keine Beschreibung verfügbar.,Accessibility format,No description available.,Barrierearmut,,"02/2024, v12",,de,,https://ceds.ed.gov/elements.aspx,Common Education Data Standards,Common Education Data Standards,,,,,,,,,,,,https://ceds.ed.gov/elements.aspx,,http://www.wikidata.org/entity/Q1469958,,finde die Zugänglichkeitsformate nicht
135,Anpassungsarten,Anpassungsarten der PBS Lernplattform.,Types of adaptation,Types of adaptation of the PBS learning platform.,Barrierearmut,,,,de,,https://www.pbslearningmedia.org/search/,PBS Learning Media,PBSLearningMedia ,,,,,,,,,,,,https://www.pbslearningmedia.org/search/,,http://www.wikidata.org/entity/Q1469959,,
136,AccessibleOCW Ontology,"OpenCourseWare (OCW) systems have been established to provide open educational resources that are accessible by anyone, including learners with special accessibility needs and preferences. We need to find a formal and interoperable way to describe these preferences in order to use them in OCW systems and retrieve relevant educational resources. This formal representation should use standard accessibility definitions of OCW that can be reused by other OCW systems to represent accessibility concepts. In this article, we present an ontology to represent the accessibility needs of learners with respect to the IMS AfA specifications. The ontology definitions together with rule-based queries are used to retrieve relevant educational resources. Related to this, we developed a user interface component that enables users to create accessibility profiles representing their individual needs and preferences based on our ontology. We evaluated the approach with five examples profiles.",AccessibleOCW Ontology,"OpenCourseWare (OCW) systems have been established to provide open educational resources that are accessible by anyone, including learners with accessibility special needs and preferences. We need to find a formal and interoperable way to describe these preferences in order to use them in OCW systems and retrieve relevant educational resources. This formal representation should use standard accessibility definitions of OCW that can be reused by other OCW systems to represent accessibility concepts. In this article, we present an ontology to represent the accessibility needs of learners with respect to the IMS AfA specifications. The ontology definitions together with rule-based queries are used to retrieve relevant educational resources. Related to this, we developed a user interface component that enables users to create accessibility profiles representing their individual needs and preferences based on our ontology. We evaluated the approach with five example profiles.",Barrierearmut,,2018-11-29,,de,,https://doi.org/10.3390/info9120302,"Mirette Elias, Steffen Lohmann Sören Auer",,,,,,,,application/pdf,,,,https://www.mdpi.com/2078-2489/9/12/302/pdf?version=1543491132,https://doi.org/10.3390/info9120302,,http://www.wikidata.org/entity/Q1469960,,
,interactivity Type,Keine Beschreibung verfügbar.,interactivity type,No description available.,Lehr-/Lernform (Interaktivitätstyp),,,,de,,,,LRMI,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q1469961,,
138,Lernmodus ,Vorwiegender Lernmodus.,Learning mode ,Predominant learning mode.,Lehr-/Lernform (Interaktivitätstyp),,,,de,,http://w3id.org/openeduhub/vocabs/learningMode/,WirLernenOnline,,,,,,,SKOS,"application/json, text/turtle",https://raw.githubusercontent.com/openeduhub/oeh-metadata-vocabs/refs/heads/master/learningMode.ttl,http://w3id.org/openeduhub/vocabs/learningMode/index.json,,,http://w3id.org/openeduhub/vocabs/learningMode/,,http://www.wikidata.org/entity/Q1469962,,
139,Taxonomie von Interaktivität,"Taxonomien von Interaktivität, bspw. eine sechsstufige Differenzierung des Interaktivitätsniveaus nach Schulmeister, 2002:",Taxonomy of interactivity,"Taxonomies of interactivity, e.g. a six-stage differentiation of the level of interactivity according to Schulmeister, 2002:",Lehr-/Lernform (Interaktivitätstyp),,2002-04,,de,,http://rolf.schulmeister.com/pdfs/interaktivitaet.pdf,Rolf Schumeister,,,,,,,,,,,,http://rolf.schulmeister.com/pdfs/interaktivitaet.pdf,http://rolf.schulmeister.com/pdfs/interaktivitaet.pdf,,http://www.wikidata.org/entity/Q1469963,,
,Learning Resource Interaction Mode,Keine Beschreibung verfügbar.,Learning Resource Interaction Mode,No description available.,Lehr-/Lernform (Interaktivitätstyp),,,,de,,,,Common Education Data Standards,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q1469964,,
141,Medieneigenschaften,Medieneigenschaften einer Ressource.,Media properties,Media properties of a resource.,Lehr-/Lernform (Interaktivitätstyp),,,,de,,https://web.archive.org/web/20230929165323/https://www.e-teaching.org/community/digital-learning-map/faq#characteristics,e-teaching.org,,,,,,,,,,,,,https://web.archive.org/web/20230929165323/https://www.e-teaching.org/community/digital-learning-map/faq#characteristics,,http://www.wikidata.org/entity/Q1469965,,
,Lehraktionsform  (Rolle der Lehrenden),Keine Beschreibung verfügbar.,Form of teaching action (role of the teacher),No description available.,Lehr-/Lernform (Interaktivitätstyp),,,,de,,,,,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q1469966,,
,Organisationsform,Keine Beschreibung verfügbar.,Organizational form,No description available.,Lehr-/Lernform (Interaktivitätstyp),,,,de,,https://digitaledu.ro/activitati-de-invatare-digitala/,digital.edu,Digitaledu,,,,,,,,,,,,https://digitaledu.ro/activitati-de-invatare-digitala/,,http://www.wikidata.org/entity/Q1469967,,rumänisch?
144,sind alles keine maschinenlesbaren Werte,Keine Beschreibung verfügbar.,are all non-machine-readable values,No description available.,"""Lehrformat, Veranstaltungsformat, Lehrmodus""",,,,de,,,,,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q1469968,,
145,EU - Lizenz,Verzeichnis von Lizenzen der Europäischen Union.,EU license,Directory of European Union licenses.,Lizenzen,,,,de,,https://op.europa.eu/en/web/eu-vocabularies/concept-scheme/-/resource?uri=http://publications.europa.eu/resource/authority/licence,Europäische Union,,,,,,,,,,,,,https://op.europa.eu/en/web/eu-vocabularies/concept-scheme/-/resource?uri=http://publications.europa.eu/resource/authority/licence,,http://www.wikidata.org/entity/Q1469969,,
146,DCAT-AP,"Liste der Lizenzen, die im Feld dct:license einer DCAT-AP.de-konformen dcat:distribution für die Zulieferung an GovData erlaubt sind. GovData empfiehlt die Verwendung der Datenlizenz Deutschland 2.0 (Zero oder Namensnennung) sowie der Creative Commons Namensnennung – 4.0 International. Soweit dies nicht möglich sein sollte, wird die Verwendung einer der übrigen zur „freien Nutzung“ ausgewiesenen Lizenzen in der jeweils neuesten Version empfohlen.",DCAT AP,"List of licenses that are permitted in the dct:license field of a DCAT-AP.de-compliant dcat:distribution for delivery to GovData. GovData recommends using the Germany 2.0 data license (zero or attribution) and the Creative Commons Attribution – 4.0 International. If this is not possible, the use of one of the remaining licenses designated for “free use” in the latest version is recommended.",Lizenzen,,,,de,,https://www.dcat-ap.de/def/licenses/,Föderale IT-Kooperation,,,,,,,SKOS,application/rdf+xml,,,https://www.dcat-ap.de/def/licenses/20210721.rdf,,https://www.dcat-ap.de/def/licenses/,,http://www.wikidata.org/entity/Q1469970,,
147,SPDX License List,"Die SPDX-Lizenzliste ist ein integraler Bestandteil der SPDX-Spezifikation. Die SPDX-Lizenzliste selbst ist eine Liste von häufig vorkommenden Lizenzen und Ausnahmen, die in freier und offener oder gemeinschaftlicher Software, Daten, Hardware oder Dokumentation verwendet werden. Die SPDX-Lizenzliste enthält einen standardisierten Kurzbezeichner, den vollständigen Namen, den Lizenztext und eine kanonische permanente URL für jede Lizenz und Ausnahme. ",SPDX License List,"The SPDX license list is an integral part of the SPDX specification. The SPDX License List itself is a list of common licenses and exemptions used in free and open or shared software, data, hardware or documentation. The SPDX license list contains a standardized short identifier, full name, license text and a canonical permanent URL for each license and exception. ",Lizenzen,,,,de,,https://spdx.org/licenses/,SPDX Workgroup,,,https://github.com/spdx/license-list-data,,,,,,,,,,https://spdx.org/licenses/,,http://www.wikidata.org/entity/Q1469971,,
148,Portfolio Standard Lizenzen,Liste von Lizenzen.,Portfolio Standard Licenses,List of licenses.,Lizenzen,,,,de,,http://base.uni-ak.ac.at/portfolio/licenses/core,Universität für angewandte Kunst Wien,,,,,,,SKOS,"application/rdf+xml, application/ld+json, text/turtle",https://voc.uni-ak.ac.at/skosmos/rest/v1/licenses/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fportfolio%2Flicenses%2Fcore&format=text/turtle,https://voc.uni-ak.ac.at/skosmos/rest/v1/licenses/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fportfolio%2Flicenses%2Fcore&format=application/ld%2Bjson,https://voc.uni-ak.ac.at/skosmos/rest/v1/licenses/data?uri=http%3A%2F%2Fbase.uni-ak.ac.at%2Fportfolio%2Flicenses%2Fcore&format=application/rdf%2Bxml,,http://base.uni-ak.ac.at/portfolio/licenses/core,,http://www.wikidata.org/entity/Q1469972,,
149,Aggregationslevel,"Eine Wertelliste für Einordnungen in Unterrichtsplanung, entstanden im Kontext des OpenEduHub. Erweiterung von LOMv1.0",Aggregation level,"A list of values ​​for classifications in lesson planning, created in the context of the OpenEduHub. Extension of LOMv1.0",Granularität,,,,de,,http://w3id.org/openeduhub/vocabs/aggregationLevel/,WirLernenOnline,,,,,,,SKOS,"text/turtle, application/json",https://raw.githubusercontent.com/openeduhub/oeh-metadata-vocabs/refs/heads/master/aggregationLevel.ttl,http://w3id.org/openeduhub/vocabs/aggregationLevel/index.json,,,http://w3id.org/openeduhub/vocabs/aggregationLevel/,,http://www.wikidata.org/entity/Q1469973,,
